,load
1665,1.100281292
1666,1.042653454
1667,0.946560289
1668,0.861535199
1669,0.79772946
1670,0.756209461
1671,0.783277104
1672,0.919757538
1673,1.209506959
1674,1.430469433
1675,1.560846873
1676,1.561081448
1677,1.421528371
1678,1.164281508
1679,0.902179744
1680,0.634098625
1681,0.537524581
1682,0.507408037
1683,0.507529743
1684,0.540289797
1685,0.706858579
1686,1.070077955
1687,1.263440948
1688,1.215074131
1689,1.105168019
1690,1.062254296
1691,0.983734572
1692,0.923467046
1693,0.874573301
1694,0.826624775
1695,0.853914135
1696,0.995713919
1697,1.287753766
1698,1.498859966
1699,1.63202824
1700,1.637247918
1701,1.495472633
1702,1.233141893
1703,0.973020222
1704,0.692946012
1705,0.59637171
1706,0.565115505
1707,0.565405005
1708,0.596124068
1709,0.755074098
1710,1.090726975
1711,1.262626546
1712,1.212109408
1713,1.093006089
1714,1.048430747
1715,0.946057795
1716,0.868062699
1717,0.809281077
1718,0.76437092
1719,0.797846042
1720,0.926070427
1721,1.220303344
1722,1.420831583
1723,1.545636152
1724,1.542350969
1725,1.408193486
1726,1.168640709
1727,0.930897676
1728,0.67878736
1729,0.585407854
1730,0.554777086
1731,0.555466294
1732,0.585600008
1733,0.748959793
1734,1.067209822
1735,1.250657689
1736,1.186040615
1737,1.068719527
1738,1.021088155
1739,0.940241467
1740,0.873924494
1741,0.832800861
1742,0.791660676
1743,0.815874563
1744,0.94300467
1745,1.231201653
1746,1.431993641
1747,1.552212537
1748,1.545896191
1749,1.403734782
1750,1.149339448
1751,0.899801317
1752,0.634454661
1753,0.530989063
1754,0.494304237
1755,0.488995121
1756,0.517190718
1757,0.673793361
1758,1.007693436
1759,1.169989431
1760,1.091918946
1761,0.975966821
1762,0.916322704
1763,0.839449943
1764,0.774577219
1765,0.723854482
1766,0.690256448
1767,0.721446841
1768,0.851951369
1769,1.128667579
1770,1.342279278
1771,1.47073525
1772,1.474009937
1773,1.341541464
1774,1.101279814
1775,0.858757525
1776,0.616241579
1777,0.525876496
1778,0.500387737
1779,0.507811228
1780,0.543046431
1781,0.700477572
1782,1.018859179
1783,1.225220632
1784,1.187027024
1785,1.094935794
1786,1.03980227
1787,1.039575956
1788,0.952627917
1789,0.907756374
1790,0.876811882
1791,0.901272285
1792,1.041515686
1793,1.293834093
1794,1.545018964
1795,1.628793914
1796,1.612468461
1797,1.465471424
1798,1.214278442
1799,0.96184994
1800,0.706377287
1801,0.603777835
1802,0.564875882
1803,0.565931858
1804,0.593828344
1805,0.747166558
1806,1.062315757
1807,1.274617847
1808,1.203441561
1809,1.075398099
1810,1.038516302
1811,0.93480736
1812,0.877722259
1813,0.819900175
1814,0.783093056
1815,0.811167307
1816,0.945839209
1817,1.248729318
1818,1.445178961
1819,1.571160064
1820,1.571754564
1821,1.440309055
1822,1.196817133
1823,0.952939229
1824,0.709267371
1825,0.604586997
1826,0.567871835
1827,0.56390944
1828,0.598639335
1829,0.760050346
1830,1.098576313
1831,1.29320051
1832,1.228006657
1833,1.105439763
1834,1.074066853
1835,0.968789635
1836,0.884407409
1837,0.83322474
1838,0.791379562
1839,0.814636899
1840,0.948563939
1841,1.246168155
1842,1.45734569
1843,1.587682198
1844,1.586383427
1845,1.448425005
1846,1.197282275
1847,0.942809863
1848,0.676858122
1849,0.577273396
1850,0.547205013
1851,0.547323968
1852,0.58379462
1853,0.749972799
1854,1.096778361
1855,1.316087429
1856,1.24890892
1857,1.140439564
1858,1.105814824
1859,1.01994187
1860,0.925358577
1861,0.86403733
1862,0.819020207
1863,0.845730568
1864,0.976697551
1865,1.270660465
1866,1.482295801
1867,1.612667451
1868,1.613434495
1869,1.478946148
1870,1.221190101
1871,0.962086234
1872,0.688482795
1873,0.599305011
1874,0.565728545
1875,0.567494966
1876,0.598487802
1877,0.756131959
1878,1.085935381
1879,1.243825624
1880,1.162118993
1881,1.031403553
1882,0.976915661
1883,0.881213261
1884,0.809804102
1885,0.754236009
1886,0.714672108
1887,0.750002821
1888,0.883434706
1889,1.157958131
1890,1.367905707
1891,1.501324627
1892,1.500506633
1893,1.36402128
1894,1.114887353
1895,0.862765221
1896,0.604906193
1897,0.503292741
1898,0.460736659
1899,0.457839363
1900,0.485826202
1901,0.636054551
1902,0.948408748
1903,1.148776965
1904,1.092243363
1905,0.990032744
1906,0.947574243
1907,0.867240253
1908,0.808423497
1909,0.762250049
1910,0.738040825
1911,0.77765439
1912,0.904955263
1913,1.197042418
1914,1.406856815
1915,1.54931005
1916,1.556895358
1917,1.41497311
1918,1.173382409
1919,0.934168408
1920,0.681955275
1921,0.590910364
1922,0.561021749
1923,0.564800363
1924,0.603049593
1925,0.766208626
1926,1.082460669
1927,1.273386151
1928,1.211515575
1929,1.088600109
1930,1.053578974
1931,0.95634063
1932,0.881853508
1933,0.825712721
1934,0.791570323
1935,0.820632408
1936,0.957373275
1937,1.256802645
1938,1.448881633
1939,1.572179768
1940,1.570454201
1941,1.435834169
1942,1.194434072
1943,0.95654158
1944,0.70805284
1945,0.617118749
1946,0.586980426
1947,0.586402744
1948,0.618994519
1949,0.771812184
1950,1.102088221
1951,1.260636114
1952,1.183682037
1953,1.059627404
1954,1.021920349
1955,0.923324336
1956,0.849396463
1957,0.799519278
1958,0.762627839
1959,0.787000095
1960,0.915003598
1961,1.20410331
1962,1.405112809
1963,1.530625803
1964,1.537111236
1965,1.406026306
1966,1.161746456
1967,0.921029963
1968,0.674559373
1969,0.578493401
1970,0.548315595
1971,0.548232712
1972,0.579773923
1973,0.731611018
1974,1.039075373
1975,1.209547035
1976,1.130265901
1977,0.996251383
1978,0.932516724
1979,0.84531053
1980,0.774548005
1981,0.721651772
1982,0.682986434
1983,0.709152061
1984,0.839978363
1985,1.117594799
1986,1.328152369
1987,1.458618085
1988,1.463662159
1989,1.331410509
1990,1.089142668
1991,0.8532456
1992,0.616735988
1993,0.517655087
1994,0.481588389
1995,0.480127946
1996,0.508239806
1997,0.669275546
1998,1.014400838
1999,1.202096164
2000,1.145984695
2001,1.049648709
2002,1.008188822
2003,0.929723735
2004,0.866433064
2005,0.814386616
2006,0.77802288
2007,0.794652256
2008,0.923226653
2009,1.195953857
2010,1.408415201
2011,1.538283665
2012,1.532662426
2013,1.390785413
2014,1.129354815
2015,0.864643734
2016,0.593632842
2017,0.490107992
2018,0.451061055
2019,0.450057108
2020,0.481569235
2021,0.644389938
2022,0.977608126
2023,1.16571378
2024,1.102929357
2025,1.003111528
2026,0.955369947
2027,0.877983549
2028,0.800666204
2029,0.75000316
2030,0.716819604
2031,0.743153527
2032,0.875505331
2033,1.136741804
2034,1.370644581
2035,1.500922387
2036,1.492536072
2037,1.341966522
2038,1.072806679
2039,0.806884516
2040,0.531684546
2041,0.440380051
2042,0.407376279
2043,0.409413122
2044,0.442603026
2045,0.598390587
2046,0.912357588
2047,1.090668088
2048,1.033174851
2049,0.937223773
2050,0.8884511
2051,0.821914149
2052,0.765393556
2053,0.721804232
2054,0.68611985
2055,0.707678979
2056,0.83114281
2057,1.090007316
2058,1.309235947
2059,1.434868027
2060,1.429214746
2061,1.295287493
2062,1.04928089
2063,0.809497947
2064,0.560611447
2065,0.462394079
2066,0.433742783
2067,0.435670324
2068,0.465399219
2069,0.618452924
2070,0.924940085
2071,1.108405506
2072,1.054258965
2073,0.956233585
2074,0.912054422
2075,0.844283838
2076,0.777750833
2077,0.724770488
2078,0.684091342
2079,0.714141366
2080,0.844579154
2081,1.126687335
2082,1.339942822
2083,1.475748508
2084,1.478834521
2085,1.34621371
2086,1.104358101
2087,0.863728717
2088,0.612521809
2089,0.513466212
2090,0.482933148
2091,0.485450662
2092,0.522558893
2093,0.684566747
2094,1.002916042
2095,1.174678276
2096,1.114777701
2097,1.004326185
2098,0.956798229
2099,0.868404129
2100,0.794566527
2101,0.739266003
2102,0.703125873
2103,0.729629742
2104,0.861412396
2105,1.151206
2106,1.364881728
2107,1.501163043
2108,1.512519137
2109,1.381950274
2110,1.14606987
2111,0.908026123
2112,0.656783295
2113,0.559019523
2114,0.52709319
2115,0.529460467
2116,0.558851063
2117,0.707395476
2118,1.023329413
2119,1.192159427
2120,1.12828957
2121,1.029810581
2122,1.001600382
2123,0.925720111
2124,0.862376794
2125,0.813897026
2126,0.779610003
2127,0.807921239
2128,0.933021494
2129,1.221994066
2130,1.41825955
2131,1.539101277
2132,1.535649925
2133,1.400392249
2134,1.152256945
2135,0.906320662
2136,0.649530109
2137,0.547199711
2138,0.511961486
2139,0.507044526
2140,0.53265262
2141,0.681163526
2142,0.994240218
2143,1.159976993
2144,1.101118957
2145,1.00150293
2146,0.97066188
2147,0.898337235
2148,0.834721224
2149,0.7922438
2150,0.759133211
2151,0.785017874
2152,0.909392083
2153,1.188286584
2154,1.384858825
2155,1.502832594
2156,1.497697647
2157,1.361037577
2158,1.116866146
2159,0.876984008
2160,0.632837953
2161,0.536850176
2162,0.503965195
2163,0.508946178
2164,0.545653114
2165,0.709741115
2166,1.057010371
2167,1.239985992
2168,1.176144513
2169,1.051451264
2170,1.008709204
2171,0.917668387
2172,0.84728131
2173,0.789499459
2174,0.750275838
2175,0.768969349
2176,0.87504863
2177,1.09347489
2178,1.211022275
2179,1.307169095
2180,1.427666342
2181,1.406849198
2182,1.153583149
2183,0.892850206
2184,0.521178052
2185,0.486221543
2186,0.48707173
2187,0.52107599
2188,0.678863997
2189,1.031870798
2190,1.225533682
2191,1.173787279
2192,1.056741926
2193,1.028277816
2194,0.957942674
2195,0.883269227
2196,0.834801544
2197,0.796358603
2198,0.811182904
2199,0.916299932
2200,1.102180541
2201,1.228010104
2202,1.32053187
2203,1.440291944
2204,1.418359861
2205,1.163975198
2206,0.908554587
2207,0.648053358
2208,0.544312316
2209,0.509347168
2210,0.513266727
2211,0.546300624
2212,0.697432337
2213,1.004584176
2214,1.190395373
2215,1.122568907
2216,0.990988531
2217,0.932688649
2218,0.848141756
2219,0.774328193
2220,0.719922841
2221,0.680424175
2222,0.696043991
2223,0.793394722
2224,0.995529663
2225,1.11221739
2226,1.206290399
2227,1.331012435
2228,1.315942083
2229,1.073800385
2230,0.832427792
2231,0.58436424
2232,0.4882939
2233,0.45350148
2234,0.455654705
2235,0.478386299
2236,0.621986927
2237,0.930427439
2238,1.115021753
2239,1.059004973
2240,0.946484715
2241,0.894239066
2242,0.820618194
2243,0.76658163
2244,0.723442104
2245,0.689413388
2246,0.700752162
2247,0.798135852
2248,0.994595434
2249,1.122494156
2250,1.233733961
2251,1.361109701
2252,1.352288851
2253,1.125154786
2254,0.898847771
2255,0.659397648
2256,0.571201981
2257,0.54415517
2258,0.553937531
2259,0.587490231
2260,0.738048175
2261,1.071741696
2262,1.249563064
2263,1.189745873
2264,1.070639132
2265,1.037314652
2266,0.940585506
2267,0.867851686
2268,0.813665902
2269,0.775390468
2270,0.783384788
2271,0.878824279
2272,1.091361891
2273,1.189476534
2274,1.277701438
2275,1.403576924
2276,1.387701484
2277,1.146008177
2278,0.910603898
2279,0.66495921
2280,0.569463998
2281,0.532861815
2282,0.535938585
2283,0.561090662
2284,0.708976535
2285,1.036392726
2286,1.212310735
2287,1.149856084
2288,1.023060015
2289,0.976292099
2290,0.881886112
2291,0.805476475
2292,0.750240747
2293,0.708563417
2294,0.719593092
2295,0.813810834
2296,1.015221995
2297,1.121351042
2298,1.212817325
2299,1.336624477
2300,1.319568184
2301,1.07846404
2302,0.836255432
2303,0.58987629
2304,0.496545305
2305,0.461151203
2306,0.462698427
2307,0.492457529
2308,0.640349386
2309,0.962795638
2310,1.138942272
2311,1.072986829
2312,0.944891417
2313,0.880559474
2314,0.812246727
2315,0.746477953
2316,0.697843555
2317,0.662393051
2318,0.682589025
2319,0.782986048
2320,0.969604855
2321,1.09114782
2322,1.177826143
2323,1.297299087
2324,1.286829514
2325,1.049736711
2326,0.816448567
2327,0.576062267
2328,0.499732366
2329,0.470303468
2330,0.477026233
2331,0.5125254
2332,0.672996063
2333,0.999904241
2334,1.203668164
2335,1.156124276
2336,1.047879037
2337,0.991948985
2338,0.911546788
2339,0.835686675
2340,0.778243889
2341,0.736215666
2342,0.740276444
2343,0.834789455
2344,1.043057461
2345,1.156482465
2346,1.257539593
2347,1.381557974
2348,1.357394654
2349,1.10726689
2350,0.850936891
2351,0.58921699
2352,0.490490984
2353,0.452746649
2354,0.451697343
2355,0.480226463
2356,0.633448471
2357,0.957064579
2358,1.163023941
2359,1.115359895
2360,1.003628819
2361,0.947122688
2362,0.864720365
2363,0.790160041
2364,0.736256635
2365,0.704564017
2366,0.72310185
2367,0.826956129
2368,1.017272718
2369,1.14608259
2370,1.236924318
2371,1.35350478
2372,1.324139264
2373,1.058468794
2374,0.795710213
2375,0.535690995
2376,0.447368942
2377,0.424861438
2378,0.436663183
2379,0.470749178
2380,0.625856848
2381,0.950227124
2382,1.148784518
2383,1.08758277
2384,0.971312041
2385,0.939124283
2386,0.873291741
2387,0.813460904
2388,0.758270798
2389,0.726845388
2390,0.739757216
2391,0.835561947
2392,1.040715485
2393,1.142830879
2394,1.229048745
2395,1.348362072
2396,1.331652158
2397,1.086129206
2398,0.844689248
2399,0.597547771
2400,0.50178444
2401,0.466817609
2402,0.466054321
2403,0.491260279
2404,0.632728802
2405,0.931088884
2406,1.122429266
2407,1.068928605
2408,0.961143673
2409,0.92027237
2410,0.851926119
2411,0.792289667
2412,0.745630091
2413,0.710145533
2414,0.72347568
2415,0.818862864
2416,1.017322041
2417,1.122071163
2418,1.20770136
2419,1.327347207
2420,1.308444999
2421,1.070388719
2422,0.828424235
2423,0.580136639
2424,0.485198855
2425,0.44841388
2426,0.445522919
2427,0.47099333
2428,0.612126539
2429,0.907957023
2430,1.099199199
2431,1.048389966
2432,0.943549244
2433,0.910278426
2434,0.84598088
2435,0.778849309
2436,0.730889595
2437,0.689019781
2438,0.696300665
2439,0.784706514
2440,0.963753164
2441,1.08420629
2442,1.170626873
2443,1.289187805
2444,1.265678898
2445,1.016328208
2446,0.773497429
2447,0.529185974
2448,0.439627122
2449,0.410022805
2450,0.414219795
2451,0.443584953
2452,0.587531398
2453,0.902142762
2454,1.097631621
2455,1.037090998
2456,0.930430602
2457,0.894137913
2458,0.832711161
2459,0.777109397
2460,0.733157414
2461,0.700917013
2462,0.717173216
2463,0.815536398
2464,1.011417587
2465,1.116924789
2466,1.207746344
2467,1.332664928
2468,1.314369881
2469,1.066947804
2470,0.829098513
2471,0.584613465
2472,0.495521024
2473,0.461725578
2474,0.471690651
2475,0.502230237
2476,0.644899852
2477,0.951916777
2478,1.12993586
2479,1.066914503
2480,0.951105158
2481,0.901356284
2482,0.83569625
2483,0.778358421
2484,0.731488569
2485,0.693879381
2486,0.714470881
2487,0.81178926
2488,1.011990205
2489,1.12409198
2490,1.21017442
2491,1.334284937
2492,1.317172439
2493,1.076250835
2494,0.839648484
2495,0.595443743
2496,0.51278851
2497,0.479799108
2498,0.480680775
2499,0.51376902
2500,0.669894157
2501,1.007830714
2502,1.194423783
2503,1.141486355
2504,1.02844055
2505,0.97681731
2506,0.903978073
2507,0.832499063
2508,0.775285455
2509,0.733433611
2510,0.742390715
2511,0.842153072
2512,1.0390747
2513,1.150592302
2514,1.24219256
2515,1.366950757
2516,1.348471058
2517,1.097073548
2518,0.843792774
2519,0.591200004
2520,0.49702174
2521,0.462661799
2522,0.467166963
2523,0.510813392
2524,0.672569427
2525,0.991602784
2526,1.188216655
2527,1.132820882
2528,1.01481493
2529,0.959962899
2530,0.88628138
2531,0.813578228
2532,0.756795477
2533,0.71086134
2534,0.717167949
2535,0.820102499
2536,1.008675528
2537,1.135798756
2538,1.226445906
2539,1.344155997
2540,1.315735141
2541,1.061774775
2542,0.809365235
2543,0.557779293
2544,0.460358899
2545,0.433070059
2546,0.436228052
2547,0.473155228
2548,0.615075366
2549,0.928259257
2550,1.103881257
2551,1.041058926
2552,0.921861164
2553,0.87329996
2554,0.803248431
2555,0.739454087
2556,0.692621596
2557,0.657730366
2558,0.674199121
2559,0.773401015
2560,0.960966141
2561,1.077008817
2562,1.163377457
2563,1.286988944
2564,1.27288756
2565,1.035901295
2566,0.799854556
2567,0.560135303
2568,0.471429394
2569,0.440410389
2570,0.442522869
2571,0.47255045
2572,0.617974558
2573,0.911817714
2574,1.100201378
2575,1.037586928
2576,0.911157388
2577,0.847404339
2578,0.783191396
2579,0.723699583
2580,0.678821111
2581,0.653128371
2582,0.673160181
2583,0.772303291
2584,0.956151762
2585,1.075251388
2586,1.16159016
2587,1.281094141
2588,1.258700019
2589,1.010724648
2590,0.77543892
2591,0.533888125
2592,0.442336346
2593,0.406963786
2594,0.406321129
2595,0.431065559
2596,0.565417413
2597,0.854770905
2598,1.039223154
2599,0.983015573
2600,0.873430014
2601,0.815024617
2602,0.769784866
2603,0.714250873
2604,0.677647961
2605,0.651854425
2606,0.671618826
2607,0.770475634
2608,0.953880378
2609,1.072577912
2610,1.158745912
2611,1.27822715
2612,1.255891143
2613,1.004284306
2614,0.753496558
2615,0.496524481
2616,0.393766906
2617,0.351410969
2618,0.346330534
2619,0.368885439
2620,0.512808114
2621,0.819873306
2622,1.01069701
2623,0.96078635
2624,0.85151578
2625,0.801519497
2626,0.75622383
2627,0.711189774
2628,0.676274023
2629,0.65075353
2630,0.67048236
2631,0.769358391
2632,0.952558218
2633,1.071168203
2634,1.15736939
2635,1.277114328
2636,1.2550641
2637,1.003872876
2638,0.753308407
2639,0.496651856
2640,0.394175448
2641,0.355839858
2642,0.361113866
2643,0.394517781
2644,0.536528881
2645,0.829794668
2646,1.022441701
2647,0.971615353
2648,0.872375291
2649,0.839988756
2650,0.786641747
2651,0.736005354
2652,0.696102832
2653,0.664631089
2654,0.681198799
2655,0.77509308
2656,0.952630842
2657,1.071090786
2658,1.157265493
2659,1.277079957
2660,1.255157304
2661,1.010347079
2662,0.771935776
2663,0.527260019
2664,0.438755985
2665,0.40059305
2666,0.399009432
2667,0.428489974
2668,0.576852153
2669,0.888288757
2670,1.100825918
2671,1.044312634
2672,0.927771614
2673,0.858171437
2674,0.813392173
2675,0.76234781
2676,0.721944474
2677,0.691934107
2678,0.710502743
2679,0.812469647
2680,0.999330789
2681,1.12492842
2682,1.215402476
2683,1.333992553
2684,1.306788545
2685,1.044968393
2686,0.777727665
2687,0.516581795
2688,0.427317205
2689,0.402024885
2690,0.410226093
2691,0.446834663
2692,0.606515301
2693,0.934109075
2694,1.125663076
2695,1.078632431
2696,0.971851132
2697,0.924908662
2698,0.858440013
2699,0.789455138
2700,0.738121452
2701,0.698013732
2702,0.71232449
2703,0.812262087
2704,1.003851943
2705,1.12426498
2706,1.21448324
2707,1.333138283
2708,1.306074772
2709,1.051925548
2710,0.798102863
2711,0.542146095
2712,0.443322229
2713,0.418485351
2714,0.42311182
2715,0.453173289
2716,0.594662536
2717,0.884312339
2718,1.073621442
2719,1.024224618
2720,0.920897601
2721,0.892075854
2722,0.833274311
2723,0.779396617
2724,0.724991678
2725,0.684891284
2726,0.700067771
2727,0.790686055
2728,0.985395774
2729,1.087521108
2730,1.172764962
2731,1.294928571
2732,1.277315094
2733,1.038121651
2734,0.800037546
2735,0.55812144
2736,0.462334549
2737,0.425228007
2738,0.424526103
2739,0.451948713
2740,0.591235048
2741,0.890505614
2742,1.065853587
2743,1.005395101
2744,0.886423968
2745,0.830188524
2746,0.773857481
2747,0.715950957
2748,0.671915879
2749,0.646905649
2750,0.666800914
2751,0.764966729
2752,0.947004509
2753,1.064499387
2754,1.150596055
2755,1.271046567
2756,1.249872537
2757,1.000068279
2758,0.757585334
2759,0.524751944
2760,0.440038645
2761,0.412720569
2762,0.419514006
2763,0.453765429
2764,0.593029135
2765,0.880873319
2766,1.064747908
2767,1.007167638
2768,0.89214242
2769,0.844423044
2770,0.783545219
2771,0.722144048
2772,0.676363264
2773,0.646114734
2774,0.665895361
2775,0.764065016
2776,0.945802325
2777,1.06306529
2778,1.149258002
2779,1.269860615
2780,1.248772814
2781,0.999336178
2782,0.770007213
2783,0.532876104
2784,0.446036914
2785,0.412641482
2786,0.415820478
2787,0.447878743
2788,0.58548861
2789,0.878901696
2790,1.051405438
2791,0.988976119
2792,0.86727518
2793,0.807119404
2794,0.752928934
2795,0.703610514
2796,0.669493303
2797,0.644605059
2798,0.664465203
2799,0.762295674
2800,0.943634791
2801,1.060698014
2802,1.146733177
2803,1.267469269
2804,1.246602774
2805,0.997338188
2806,0.748859907
2807,0.494407316
2808,0.393060145
2809,0.350997491
2810,0.348490197
2811,0.379784272
2812,0.521693721
2813,0.808508008
2814,1.00147468
2815,0.948748897
2816,0.840332367
2817,0.791945321
2818,0.746002073
2819,0.702436918
2820,0.668636725
2821,0.643998212
2822,0.663813077
2823,0.761677997
2824,0.942964142
2825,1.059837543
2826,1.145946475
2827,1.266762858
2828,1.246057594
2829,0.997167739
2830,0.749113932
2831,0.507480001
2832,0.428900393
2833,0.402901991
2834,0.406500015
2835,0.440202619
2836,0.591739208
2837,0.896032928
2838,1.091442164
2839,1.036376724
2840,0.923975183
2841,0.866991253
2842,0.808477508
2843,0.753818294
2844,0.714407762
2845,0.68527691
2846,0.703572035
2847,0.804460012
2848,0.989489448
2849,1.11308369
2850,1.203060745
2851,1.322605808
2852,1.296796283
2853,1.037303693
2854,0.772756356
2855,0.507348728
2856,0.416610681
2857,0.385563682
2858,0.389080711
2859,0.420915648
2860,0.567646143
2861,0.879427849
2862,1.074532364
2863,1.033183219
2864,0.934695473
2865,0.890094298
2866,0.850966763
2867,0.799464118
2868,0.761282355
2869,0.738368297
2870,0.758514023
2871,0.857321714
2872,1.061810698
2873,1.166012067
2874,1.258637924
2875,1.376947124
2876,1.347939375
2877,1.093860774
2878,0.837246157
2879,0.577471776
2880,0.471190442
2881,0.433197858
2882,0.430289813
2883,0.453171292
2884,0.587388884
2885,0.862554077
2886,1.007254257
2887,0.942067598
2888,0.843228535
2889,0.778023888
2890,0.733519034
2891,0.690454854
2892,0.656720934
2893,0.632266338
2894,0.652100767
2895,0.74903897
2896,0.969459171
2897,1.07220593
2898,1.073721044
2899,1.174103788
2900,1.2205058
2901,0.992390801
2902,0.748230076
2903,0.493989685
2904,0.391173375
2905,0.349881769
2906,0.346701091
2907,0.379215161
2908,0.519097328
2909,0.798988034
2910,0.953661944
2911,0.894500399
2912,0.806466718
2913,0.764546656
2914,0.731640909
2915,0.688744694
2916,0.655109112
2917,0.630747573
2918,0.715378857
2919,0.938744897
2920,1.341902126
2921,1.371038367
2922,1.348032869
2923,1.369747816
2924,1.329512884
2925,0.990491932
2926,0.746606383
2927,0.492854902
2928,0.390141946
2929,0.348847532
2930,0.343606331
2931,0.364614981
2932,0.495855239
2933,0.766854339
2934,0.932265998
2935,0.881877491
2936,0.804070353
2937,0.762441686
2938,0.729783767
2939,0.687045505
2940,0.653522284
2941,0.81114112
2942,1.038362115
2943,1.311392829
2944,1.690978941
2945,1.693608015
2946,1.615691126
2947,1.595578037
2948,1.302651736
2949,0.98969909
2950,0.746234292
2951,0.49278867
2952,0.389906466
2953,0.34847842
2954,0.343115791
2955,0.363871117
2956,0.494619993
2957,0.76462812
2958,0.92969475
2959,0.879433685
2960,0.80197826
2961,0.760684841
2962,0.728292981
2963,0.68574674
2964,0.721355391
2965,0.956527649
2966,1.221494953
2967,1.52781885
2968,1.943602003
2969,1.912386543
2970,1.826607874
2971,1.77535203
2972,1.694412124
2973,1.315641852
2974,0.925390763
2975,0.559566925
2976,0.389326311
2977,0.348260694
2978,0.342979092
2979,0.36331967
2980,0.493352962
2981,0.762323752
2982,0.927165704
2983,0.876837381
2984,0.799571868
2985,0.758692627
2986,0.726653337
2987,0.684447436
2988,0.696715697
2989,0.742159918
2990,0.648267219
2991,0.745043831
2992,0.917038167
2993,1.0141083
2994,1.067552722
2995,1.168204226
2996,1.215421894
2997,0.988413308
2998,0.745320233
2999,0.492426331
3000,0.395411401
3001,0.352771047
3002,0.346732369
3003,0.373252482
3004,0.518913004
3005,0.817841372
3006,0.986745607
3007,0.94165758
3008,0.864235948
3009,0.826133536
3010,0.784701673
3011,0.736297863
3012,0.697798177
3013,0.669494201
3014,0.68780028
3015,0.787496804
3016,0.963375554
3017,1.067027898
3018,1.124322188
3019,1.223766775
3020,1.265886596
3021,1.028618887
3022,0.769530621
3023,0.511743054
3024,0.420697094
3025,0.392551188
3026,0.399778672
3027,0.432628679
3028,0.577835877
3029,0.875077283
3030,1.037355898
3031,0.988018702
3032,0.90179206
3033,0.859416255
3034,0.796777063
3035,0.735484214
3036,0.697107924
3037,0.668636902
3038,0.687184644
3039,0.786431405
3040,0.961875372
3041,1.065165465
3042,1.122449578
3043,1.222093621
3044,1.264418976
3045,1.027507081
3046,0.768898838
3047,0.51072811
3048,0.414215706
3049,0.387489143
3050,0.39561938
3051,0.424533252
3052,0.559496322
3053,0.83707524
3054,0.985316989
3055,0.934058634
3056,0.846688215
3057,0.803574736
3058,0.741945435
3059,0.684859708
3060,0.650291222
3061,0.626479522
3062,0.64634188
3063,0.742529451
3064,0.91373328
3065,1.010085209
3066,1.063577756
3067,1.164903239
3068,1.21217519
3069,0.985886807
3070,0.743930341
3071,0.492064784
3072,0.390786564
3073,0.358486382
3074,0.366326356
3075,0.394873321
3076,0.526931737
3077,0.798324581
3078,0.948591114
3079,0.894080654
3080,0.816372364
3081,0.782920654
3082,0.736026962
3083,0.681961507
3084,0.649263872
3085,0.625618833
3086,0.645240496
3087,0.741440852
3088,0.912138663
3089,1.00822375
3090,1.061553531
3091,1.162646386
3092,1.210208793
3093,0.984415708
3094,0.742728489
3095,0.491299568
3096,0.389682695
3097,0.348870394
3098,0.343367562
3099,0.365380533
3100,0.497240451
3101,0.761786379
3102,0.918380871
3103,0.868258993
3104,0.791782801
3105,0.751937926
3106,0.720935919
3107,0.679494754
3108,0.646998676
3109,0.634256204
3110,0.754492638
3111,0.960603704
3112,1.280493033
3113,1.372189241
3114,1.385215555
3115,1.362439581
3116,1.208854485
3117,0.983409383
3118,0.742112784
3119,0.490889522
3120,0.389190511
3121,0.348130972
3122,0.342619478
3123,0.362573289
3124,0.489699781
3125,0.752845753
3126,0.915868726
3127,0.865852231
3128,0.789637013
3129,0.749964619
3130,0.719158487
3131,0.677881983
3132,0.734523427
3133,0.881965963
3134,1.045276299
3135,1.255365063
3136,1.566576557
3137,1.619975458
3138,1.557568821
3139,1.554962411
3140,1.507493267
3141,1.154828165
3142,0.828722265
3143,0.48966615
3144,0.38843535
3145,0.347593264
3146,0.342029488
3147,0.361776814
3148,0.488415276
3149,0.750548517
3150,0.913309283
3151,0.863499273
3152,0.787373322
3153,0.747986093
3154,0.7174285
3155,0.781497631
3156,0.872002521
3157,0.862711472
3158,0.996707825
3159,1.136186381
3160,1.32442667
3161,1.418595664
3162,1.411996005
3163,1.158697708
3164,1.207063465
3165,0.981961509
3166,0.741123026
3167,0.490543453
3168,0.394230538
3169,0.351862112
3170,0.345649391
3171,0.36843223
3172,0.50365461
3173,0.785103864
3174,0.960203466
3175,0.918926543
3176,0.848288563
3177,0.808530311
3178,0.774490922
3179,0.727503741
3180,0.690025612
3181,0.662446122
3182,0.680716826
3183,0.779341092
3184,0.952930761
3185,1.054577513
3186,1.11153162
3187,1.21192228
3188,1.255345962
3189,1.020224174
3190,0.763763592
3191,0.499467539
3192,0.39426134
3193,0.352225733
3194,0.349007078
3195,0.382338247
3196,0.525522772
3197,0.818039078
3198,0.978394919
3199,0.927681635
3200,0.847710423
3201,0.80687789
3202,0.773097865
3203,0.726257423
3204,0.689005799
3205,0.661382633
3206,0.679799233
3207,0.778239537
3208,0.951659232
3209,1.053095022
3210,1.110034474
3211,1.210591426
3212,1.254204071
3213,1.019414065
3214,0.763339438
3215,0.499446935
3216,0.389380612
3217,0.354253343
3218,0.360119852
3219,0.389596688
