,wind
541,6.605896693
542,6.605896693
543,6.605896693
544,5.650911965
545,6.605896693
546,6.605896693
547,6.605896693
548,6.605896693
549,6.605896693
550,6.605896693
551,6.4037335
552,5.558952851
553,4.874670972
554,4.400960895
555,4.086467404
556,4.166516546
557,4.500709821
558,4.898483743
559,5.064300743
560,5.103867474
561,5.07373392
562,4.982478588
563,5.087940147
564,5.284757572
565,5.427626883
566,5.567881495
567,5.732079193
568,5.315735
569,4.917804276
570,4.908206113
571,4.891228258
572,4.770194917
573,4.790671785
574,4.705428069
575,4.108048202
576,3.585352214
577,3.058294192
578,2.719741006
579,2.32837894
580,1.720243067
581,1.425693902
582,1.255703298
583,1.266826887
584,1.626284943
585,2.053279975
586,2.795481119
587,2.708196918
588,2.545554049
589,1.887861169
590,1.270256599
591,0.363034305
592,0.19976984
593,0.333112769
594,0.371296928
595,0.37621786
596,0.350050382
597,0.49070998
598,0.668307555
599,0.657463171
600,0.455036667
601,0.432898194
602,0.38002129
603,0.446021142
604,0.422837604
605,0.395072525
606,0.390944866
607,0.141655925
608,0.14203223
609,0.525236251
610,1.572421021
611,4.192057671
612,6.494609233
613,6.605896693
614,6.605896693
615,6.605896693
616,6.271722121
617,5.589945765
618,5.963439337
619,6.245397652
620,6.069485198
621,5.433702307
622,4.408130701
623,3.624607345
624,3.108348609
625,2.879228191
626,3.037454986
627,3.15221322
628,3.004369275
629,2.856760972
630,2.579815446
631,2.65058843
632,3.434823173
633,5.213029371
634,5.843605492
635,5.759994337
636,5.517932633
637,5.654158819
638,5.472894959
639,4.869428107
640,3.987101695
641,3.676619953
642,3.727154929
643,3.441289556
644,3.062063395
645,2.824791336
646,2.731155932
647,2.54128424
648,2.321122422
649,2.001479335
650,1.922230248
651,1.771276598
652,1.615740309
653,1.500840176
654,1.412833878
655,1.554416027
656,1.980399725
657,2.73214645
658,4.018921779
659,4.329408933
660,4.348840178
661,3.933340472
662,3.159286988
663,1.984057645
664,0.507260481
665,0.34405365
666,0.3362523
667,0.33668775
668,0.35951499
669,0.363755332
670,0.339859492
671,0.296473374
672,0.288381773
673,0.308753391
674,0.376037948
675,0.396480364
676,0.327761674
677,0.358095781
678,0.411077405
679,0.444803007
680,0.688128213
681,1.311219573
682,1.792336333
683,2.143127677
684,2.491858319
685,2.586434928
686,2.166601156
687,1.187778509
688,0.283974923
689,0.283061794
690,0.243797911
691,0.213482449
692,0.175936073
693,0.127499564
694,0.106043387
695,0.102450816
696,0.135005748
697,0.137596821
698,0.148168609
699,0.196469703
700,0.183890016
701,0.209775273
702,0.238824051
703,0.297797816
704,0.550361621
705,0.722049253
706,0.900715279
707,1.130978964
708,1.349691851
709,1.57810109
710,1.629574932
711,1.244219246
712,0.593081113
713,0.419579205
714,0.511143584
715,0.655393562
716,0.957820818
717,1.09575627
718,0.601479925
719,0.333299537
720,0.231647271
721,0.201966921
722,0.134775411
723,0.120171773
724,0.112180918
725,0.178463463
726,0.423368064
727,0.721765706
728,1.314732473
729,2.344225391
730,2.985644506
731,2.478033779
732,1.57824847
733,1.092748706
734,0.843777009
735,0.25436071
736,0.197764325
737,0.357101306
738,0.460864432
739,0.521195297
740,0.57825223
741,0.601608303
742,0.749360845
743,0.914939306
744,0.829916749
745,0.690535433
746,0.811873633
747,0.958291
748,0.963383781
749,0.86881012
750,0.803980119
751,0.813769969
752,0.99264882
753,0.916886611
754,1.325576388
755,2.070883474
756,2.731701707
757,2.437872136
758,1.517002111
759,0.775205178
760,0.524532783
761,0.57998558
762,0.616694412
763,0.524947481
764,0.390523249
765,0.328884383
766,0.277449234
767,0.222701596
768,0.182816383
769,0.135045629
770,0.117821598
771,0.104769471
772,0.101247906
773,0.12481261
774,0.179229439
775,0.240878579
776,0.561938279
777,1.95253983
778,3.358079649
779,3.391171452
780,3.7921442
781,4.260586184
782,4.213662251
783,3.110760181
784,1.558059571
785,1.391777687
786,1.515794819
787,1.40668233
788,1.098949441
789,0.776169535
790,0.577264374
791,0.418924274
792,0.407937478
793,0.423561506
794,0.373458529
795,0.209242393
796,0.119964041
797,0.095371832
798,0.102012956
799,0.203140218
800,0.485173288
801,0.678468353
802,0.869923803
803,1.100780637
804,1.381016397
805,1.791698968
806,2.170263604
807,2.092486291
808,1.481556376
809,0.955890149
810,0.855154527
811,1.043737525
812,1.491578781
813,2.258360554
814,3.494520818
815,4.644292248
816,4.425353456
817,3.46020019
818,2.587234028
819,1.971667288
820,1.482182379
821,1.149516688
822,0.961252865
823,1.122133304
824,1.604930149
825,1.431080555
826,1.220521362
827,1.379838805
828,1.667441319
829,2.109299744
830,2.253891458
831,1.560156106
832,0.330298741
833,0.296849612
834,0.275552688
835,0.210809557
836,0.20342827
837,0.259046392
838,0.272667917
839,0.251628564
840,0.306120597
841,0.363014427
842,0.499370889
843,0.616257107
844,0.811857461
845,1.048235136
846,1.125754758
847,1.296643945
848,1.702159055
849,2.907501524
850,2.719047223
851,2.154577599
852,1.981553236
853,2.108524978
854,1.977243622
855,1.008222448
856,0.628455972
857,0.820789527
858,0.983647533
859,1.00479084
860,1.037197696
861,1.092319979
862,1.072210998
863,1.176989954
864,1.38411323
865,1.224832807
866,0.904112533
867,0.707985218
868,0.564214494
869,0.386119028
870,0.339272342
871,0.226254239
872,0.419267654
873,0.603038252
874,0.520280274
875,0.450896971
876,0.568846276
877,0.740132958
878,0.684490098
879,0.21438348
880,0.369657202
881,0.698663972
882,0.81205415
883,0.837480028
884,0.834905215
885,0.730896824
886,0.653198232
887,0.476444609
888,0.333379131
889,0.308812411
890,0.277591135
891,0.222471289
892,0.12631117
893,0.089830771
894,0.081715086
895,0.059597639
896,0.083987281
897,0.163242531
898,0.225307464
899,0.151460017
900,0.23453915
901,0.320933983
902,0.344692724
903,0.313900983
904,0.395145108
905,0.839414019
906,1.136956604
907,1.478759746
908,2.035248183
909,2.905055187
910,3.543551229
911,3.656145746
912,3.898080972
913,3.799274879
914,3.531334358
915,1.914247104
916,1.879041173
917,2.278229236
918,1.919539589
919,1.348644785
920,1.287529198
921,1.221337074
922,2.459306976
923,2.612831294
924,1.704856813
925,1.268332265
926,1.231039834
927,0.94545253
928,0.452251596
929,0.663186693
930,0.635523716
931,0.542698219
932,0.499298873
933,0.572257005
934,0.586442113
935,0.716592774
936,0.799673088
937,1.303563478
938,2.191102305
939,2.911333693
940,3.836068944
941,6.188647151
942,6.605896693
943,6.605896693
944,6.605896693
945,6.605896693
946,6.605896693
947,6.605896693
948,6.605896693
949,6.605896693
950,6.605896693
951,6.605896693
952,6.605896693
953,6.605896693
954,6.605896693
955,5.978808312
956,5.03917912
957,3.791334554
958,2.397499083
959,1.877558574
960,1.912586332
961,2.23246632
962,2.65260891
963,2.646020065
964,2.286000527
965,1.976829662
966,1.876162452
967,1.890280333
968,2.964090564
969,3.746166103
970,3.813807147
971,3.473134173
972,3.099725414
973,2.418069331
974,1.706636871
975,1.187608988
976,0.516644605
977,0.181631889
978,0.123648723
979,0.180659606
980,0.326453067
981,0.519404615
982,0.553817813
983,0.478514854
984,0.346712706
985,0.272770756
986,0.24396005
987,0.198586136
988,0.243869061
989,0.298761095
990,0.323408084
991,0.444106797
992,0.399853274
993,0.410094467
994,0.589286921
995,0.79541204
996,0.877839394
997,0.846127559
998,0.608706614
999,0.170194466
1000,0.115481326
1001,0.03343755
1002,0.018762507
1003,0.10971691
1004,0.225110593
1005,0.316676639
1006,0.346650037
1007,0.387295752
1008,0.435582691
1009,0.596468137
1010,0.819559835
1011,0.959635687
1012,1.019764108
1013,1.453845156
1014,2.075955519
1015,2.787990235
1016,3.248359826
1017,3.687557268
1018,4.744831002
1019,3.243593054
1020,2.285432251
1021,1.505718514
1022,0.632922158
1023,0.062220345
1024,0.023824226
1025,0.419007047
1026,0.658756811
1027,1.233347946
1028,1.376470839
1029,1.487608077
1030,2.497870189
1031,5.738262503
1032,6.605896693
1033,6.605896693
1034,6.605896693
1035,6.605896693
1036,6.605896693
1037,6.605896693
1038,6.605896693
1039,6.605896693
1040,6.605896693
1041,6.605896693
1042,6.605896693
1043,6.605896693
1044,6.605896693
1045,6.605896693
1046,6.605896693
1047,6.605896693
1048,6.210179986
1049,4.447547061
1050,3.544438614
1051,3.120496676
1052,2.513699144
1053,1.542002027
1054,1.116746883
1055,0.745268063
1056,0.567429517
1057,0.340261203
1058,0.267680533
1059,0.232719878
1060,0.202192935
1061,0.176751553
1062,0.116775123
1063,0.102463264
1064,0.064797645
1065,0.098961138
1066,0.212633773
1067,0.476708298
1068,0.881238277
1069,1.668151677
1070,2.376975773
1071,2.114117065
1072,0.839170757
1073,0.673287549
1074,0.748087861
1075,0.748477298
1076,0.704545966
1077,0.604144945
1078,0.548434508
1079,0.461925754
1080,0.361350012
1081,0.295495939
1082,0.152130221
1083,0.080141265
1084,0.057060258
1085,0.071103666
1086,0.081080109
1087,0.087584606
1088,0.154347059
1089,0.211459229
1090,0.425161488
1091,0.75881304
1092,1.288984618
1093,2.261384087
1094,3.245648588
1095,4.647171608
1096,4.933372892
1097,4.32417424
1098,4.285741259
1099,4.109942564
1100,3.764603246
1101,3.335859421
1102,2.965486704
1103,2.668614771
1104,2.44490105
1105,2.527505941
1106,3.492546911
1107,4.333386065
1108,4.451451456
1109,3.983285546
1110,3.380983002
1111,3.732148103
1112,5.46307915
1113,6.212475281
1114,6.292768592
1115,6.392810655
1116,6.450561558
1117,6.517236558
1118,6.465221397
1119,6.199303841
1120,5.290530865
1121,3.387720084
1122,3.084155687
1123,2.816940274
1124,2.415156288
1125,1.808734768
1126,1.261552865
1127,1.023060136
1128,0.932372898
1129,0.926172287
1130,0.90985748
1131,0.837256798
1132,0.720599016
1133,0.537439092
1134,0.526152527
1135,0.91820395
1136,1.343757008
1137,1.282953196
1138,1.348990288
1139,1.404751294
1140,1.3541422
1141,1.257082047
1142,1.174641116
1143,0.747307563
1144,0.191515825
1145,0.288324942
1146,0.217674326
1147,0.149442922
1148,0.105750229
1149,0.124579262
1150,0.186706671
1151,0.250584982
1152,0.236740023
1153,0.22292619
1154,0.205837316
1155,0.195552624
1156,0.218522867
1157,0.229083631
1158,0.240722314
1159,0.357558165
1160,0.420590427
1161,0.638413146
1162,1.054484267
1163,1.203245228
1164,1.457887983
1165,1.645859599
1166,1.844745212
1167,1.610242338
1168,1.022449227
1169,1.064433071
1170,1.06446542
1171,1.097024932
1172,1.193652144
1173,1.059497663
1174,0.990401761
1175,0.973109451
1176,1.179452313
1177,1.088266063
1178,0.957425035
1179,0.883759982
1180,0.818452893
1181,0.663438717
1182,0.601827773
1183,0.636018485
1184,0.860243554
1185,0.905931484
1186,1.088034651
1187,1.096746906
1188,0.974847539
1189,1.104601197
1190,1.235933994
1191,0.734189786
1192,0.272624493
1193,0.599855197
1194,0.758153774
1195,0.789965982
1196,0.802362052
1197,0.833934322
1198,0.813376643
1199,0.705049595
1200,0.652695114
1201,0.534779756
1202,0.585016917
1203,0.639963248
1204,0.651681669
1205,0.672912419
1206,0.68622612
1207,1.003619115
1208,1.167482149
1209,1.838255248
1210,2.109036872
1211,2.02459301
1212,2.051361839
1213,2.138193151
1214,2.067050522
1215,1.777826776
1216,0.802519848
1217,0.52245311
1218,0.848120408
1219,0.823267522
1220,0.592895688
1221,0.547595155
1222,0.573708227
1223,0.54230316
1224,0.505119009
1225,0.502529628
1226,0.463262944
1227,0.428889825
1228,0.44114069
1229,0.349968368
1230,0.227693726
1231,0.323967304
1232,0.211924181
1233,0.471328432
1234,0.569077404
1235,0.554297875
1236,0.524719817
1237,0.553694662
1238,0.534158959
1239,0.365235474
1240,0.32563369
1241,0.330235173
1242,0.416292909
1243,0.390778417
1244,0.375886878
1245,0.378605333
1246,0.351953206
1247,0.298516949
1248,0.263043348
1249,0.247440246
1250,0.223549206
1251,0.191544452
1252,0.168363964
1253,0.129658659
1254,0.088608753
1255,0.13182723
1256,0.154389487
1257,0.312257049
1258,0.429512605
1259,0.38660225
1260,0.304205887
1261,0.221594643
1262,0.140936911
1263,0.116381308
1264,0.061442768
1265,0.226820466
1266,0.280014952
1267,0.33192117
1268,0.338880891
1269,0.345169623
1270,0.34192514
1271,0.313266693
1272,0.267541381
1273,0.213832195
1274,0.164676776
1275,0.130482419
1276,0.119849516
1277,0.105245278
1278,0.090132045
1279,0.110960005
1280,0.083168336
1281,0.135563521
1282,0.354825498
1283,0.594467634
1284,0.929851786
1285,1.116371267
1286,1.271218456
1287,1.196042343
1288,0.628650112
1289,0.893175607
1290,1.168829699
1291,0.950423779
1292,0.745636714
1293,0.627940085
1294,0.68228419
1295,0.581689561
1296,0.491561932
1297,0.423054901
1298,0.442242275
1299,0.457682787
1300,0.492224734
1301,0.496548169
1302,0.473583042
1303,0.775923914
1304,0.727390038
1305,1.045951472
1306,2.005195751
1307,2.545707495
1308,2.838083971
1309,2.804031724
1310,2.658203574
1311,2.35114159
1312,1.832705168
1313,1.666918181
1314,1.747533354
1315,1.156263771
1316,0.799857279
1317,0.7199445
1318,0.736514008
1319,0.990529211
1320,0.797715956
1321,0.718345653
1322,0.760015244
1323,0.641040139
1324,0.588685707
1325,0.70950153
1326,0.878430031
1327,1.591856048
1328,2.116520521
1329,4.049502998
1330,5.695931035
1331,6.076764554
1332,6.435990835
1333,6.601215064
1334,6.562701354
1335,6.178737987
1336,4.095053582
1337,1.909775184
1338,2.875469727
1339,5.310532393
1340,4.364358408
1341,4.213388055
1342,5.190870868
1343,4.377034101
1344,4.48079489
1345,4.832789173
1346,4.017824522
1347,2.578143767
1348,2.103593089
1349,2.227148266
1350,2.445064831
1351,3.475395924
1352,4.833912062
1353,4.686621168
1354,4.116888584
1355,3.798711307
1356,3.79688884
1357,3.850655229
1358,3.809282928
1359,3.443050304
1360,2.378648851
1361,0.67810066
1362,0.43490117
1363,0.378669193
1364,0.339450995
1365,0.294118299
1366,0.244653565
1367,0.193603329
1368,0.164357465
1369,0.191901402
1370,0.254235604
1371,0.320256601
1372,0.338853176
1373,0.357910772
1374,0.406710945
1375,0.551782449
1376,0.502872137
1377,1.138358451
1378,1.266690918
1379,1.615121465
1380,1.868404586
1381,1.869629877
1382,1.494326124
1383,0.876932841
1384,0.56365867
1385,0.431418153
1386,0.421177222
1387,0.415467344
1388,0.408835923
1389,0.435823919
1390,0.400129021
1391,0.371709735
1392,0.320937334
1393,0.300947946
1394,0.275666277
1395,0.241231173
1396,0.186102006
1397,0.147564141
1398,0.091915885
1399,0.054936735
1400,0.11537141
1401,0.099273262
1402,0.2055743
1403,0.343828703
1404,0.187525504
1405,0.151536261
1406,0.264156401
1407,0.422621139
1408,0.250446231
1409,0.35137212
1410,0.312472838
1411,0.386107796
1412,0.44794229
1413,0.436357332
1414,0.532292816
1415,0.528363967
1416,0.512381527
1417,0.562310603
1418,0.611126614
1419,0.666144355
1420,0.734798793
1421,0.615455465
1422,0.8214404
1423,1.777672667
1424,2.337688139
1425,5.225846076
1426,6.605896693
1427,6.605896693
1428,6.605896693
1429,6.605896693
1430,6.605896693
1431,6.605896693
1432,6.59346654
1433,5.918200239
1434,5.535671179
1435,5.912237604
1436,6.605896693
1437,6.605896693
1438,6.605896693
1439,6.605896693
1440,6.605896693
1441,6.605896693
1442,6.605896693
1443,6.605896693
1444,6.605896693
1445,6.605896693
1446,6.605896693
1447,6.605896693
1448,6.605896693
1449,6.605896693
1450,6.605896693
1451,6.605896693
1452,6.605896693
1453,6.605896693
1454,6.605896693
1455,6.605896693
1456,5.514705955
1457,2.538010363
1458,1.978550084
1459,1.963956912
1460,1.852115365
1461,1.643377889
1462,1.189198055
1463,1.118843081
1464,0.788822395
1465,0.503838835
1466,0.429925707
1467,0.351359519
1468,0.29247756
1469,0.286154835
1470,0.352097493
1471,0.79219829
1472,1.473428869
1473,1.928565825
1474,2.639624986
1475,3.241918567
1476,3.840638324
1477,4.214359889
1478,4.202638356
1479,3.867413797
1480,3.417769295
1481,2.995604057
1482,4.144603829
1483,3.843544716
1484,1.978304279
1485,1.059114325
1486,0.980913362
1487,1.018567098
1488,0.893450504
1489,0.969201205
1490,0.834671418
1491,0.559224865
1492,0.330113278
1493,0.262289537
1494,0.35782405
1495,1.276063222
1496,2.766378287
1497,3.697728807
1498,4.645777589
1499,5.649110562
1500,6.421219949
1501,6.601215064
1502,6.605896693
1503,6.532300788
1504,5.845536333
1505,4.544940165
1506,3.418963292
1507,3.498318349
1508,3.168513733
1509,2.626206939
1510,2.253285073
1511,2.05044432
1512,1.854529883
1513,1.745413502
1514,1.74593722
1515,1.749474359
1516,1.69695107
1517,1.58169053
1518,1.495298455
1519,1.788203604
1520,1.543232759
1521,1.280789998
1522,1.156207554
1523,0.963367335
1524,0.760196794
1525,0.613086545
1526,0.478694964
1527,0.374790708
1528,0.166954444
1529,0.163222279
1530,0.217631583
1531,0.206210874
1532,0.150098756
1533,0.080149261
1534,0.040430249
1535,0.021394302
1536,0.013918537
1537,0.017531982
1538,0.039635261
1539,0.083320902
1540,0.113211597
1541,0.111038889
1542,0.100404316
1543,0.190340566
1544,0.172521447
1545,0.289012056
1546,0.307483122
1547,0.345644669
1548,0.402008469
1549,0.460955807
1550,0.511365047
1551,0.461124283
1552,0.211203056
1553,0.455658327
1554,0.560845889
1555,0.556158538
1556,0.442907469
1557,0.376105646
1558,0.329749311
1559,0.277312283
1560,0.265899666
1561,0.284085727
1562,0.298681176
1563,0.301661476
1564,0.318846504
1565,0.289182671
1566,0.268696913
1567,0.260221763
1568,0.367462548
1569,0.563394868
1570,0.670045235
1571,0.901784907
1572,1.760295179
1573,2.956093501
1574,3.198812435
1575,2.744452396
1576,2.572925975
1577,2.553433595
1578,3.323403405
1579,3.040117517
1580,2.517825481
1581,2.221801358
1582,2.209063168
1583,2.648268577
1584,3.488259043
1585,3.693585478
1586,3.441433521
1587,2.892518879
1588,2.865077477
1589,4.304473898
1590,3.333006075
1591,1.741304965
1592,2.262845127
1593,3.704327013
1594,4.251262338
1595,4.000241755
1596,3.501656815
1597,4.558989183
1598,6.298530603
1599,6.421508958
1600,4.965659353
1601,3.477460919
1602,3.29498689
1603,3.018655561
1604,2.747414486
1605,2.932700739
1606,4.063201114
1607,5.340930216
1608,5.101860231
1609,4.926461982
1610,4.022147618
1611,3.800684604
1612,3.318978295
1613,3.170604388
1614,3.154543973
1615,4.194049607
1616,5.206687832
1617,6.431642331
1618,6.605896693
1619,6.605896693
1620,6.605896693
1621,6.530135611
1622,5.672290973
1623,4.203326208
1624,1.533927398
1625,0.664977177
1626,0.778133215
1627,0.911268541
1628,0.935840308
1629,0.939127184
1630,0.909838096
1631,0.844407626
1632,0.757463212
1633,0.75758962
1634,0.665124056
1635,0.891880614
1636,0.886065244
1637,0.715244438
1638,1.234959423
1639,1.951951144
1640,2.603295314
1641,3.72566163
1642,4.330877309
1643,5.129330553
1644,5.104334245
1645,5.165857203
1646,5.161420908
1647,4.771130287
1648,3.50005519
1649,2.473924188
1650,3.399713302
1651,4.553390875
1652,4.943696355
1653,4.660607198
1654,4.094790562
1655,3.838490208
1656,3.459668368
1657,3.516727582
1658,3.613259127
1659,3.349217858
1660,2.856533646
1661,2.194831087
1662,1.786555237
1663,2.946991272
1664,4.011626775
