,solar
2218,4.279014359
2219,4.288468147
2220,4.125659022
2221,3.092944764
2222,1.547659876
2223,1.525329326
2224,0.601603361
2225,0.193289231
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0.413512521
2239,0.688808946
2240,1.371665659
2241,2.339483113
2242,3.100468231
2243,2.858828166
2244,2.897008975
2245,1.598978484
2246,2.165446183
2247,1.831787754
2248,1.186064473
2249,0.55258739
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0.46399911
2263,1.784317243
2264,2.791532659
2265,4.077075212
2266,4.701966169
2267,4.991315609
2268,4.913907056
2269,4.559699962
2270,3.574090655
2271,2.406076032
2272,1.546125861
2273,0.514256403
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0.034424068
2287,0.171414789
2288,0.256348567
2289,0.451150195
2290,0.648375268
2291,1.26033704
2292,0.439460502
2293,0.161491555
2294,0.571903414
2295,2.136999449
2296,1.841452433
2297,0.602242862
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0.102049448
2311,0.351333769
2312,1.131710912
2313,1.062433377
2314,2.363494637
2315,3.093095489
2316,3.081575331
2317,1.481227857
2318,1.269914329
2319,1.480028571
2320,0.919113368
2321,0.33696883
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0.565984369
2335,1.991681548
2336,3.407967875
2337,4.574452367
2338,5.256366639
2339,5.547627365
2340,5.538888556
2341,5.041981294
2342,4.245829603
2343,2.97591384
2344,1.810526228
2345,0.650172717
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0.546928886
2359,1.909359062
2360,3.220609422
2361,4.213170235
2362,4.910686113
2363,5.239802561
2364,5.209080175
2365,4.68983069
2366,4.195315864
2367,3.236499052
2368,1.938929096
2369,0.624845041
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0.552546041
2383,1.847849799
2384,3.125608909
2385,4.102118489
2386,4.702000801
2387,5.004158883
2388,4.978182629
2389,4.686707796
2390,3.768676655
2391,2.928093164
2392,1.759140132
2393,0.605155523
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0.531539321
2407,1.728025342
2408,3.030134965
2409,3.925377171
2410,4.479234106
2411,4.685269148
2412,4.393673601
2413,4.168067016
2414,3.767608865
2415,2.923500971
2416,1.772927993
2417,0.587986614
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0.420145531
2431,1.136056312
2432,0.731143638
2433,1.551318544
2434,1.25988166
2435,3.726761569
2436,4.342266575
2437,4.107858583
2438,3.828899134
2439,3.142955059
2440,1.905520026
2441,0.634373422
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0.581921613
2455,1.646594331
2456,1.664616149
2457,3.426701344
2458,4.560813023
2459,5.158948298
2460,5.124414429
2461,4.736995469
2462,3.740520631
2463,2.503548187
2464,1.372199402
2465,0.503970785
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0.371172723
2479,1.034523676
2480,1.955379738
2481,2.746002547
2482,3.550864131
2483,4.216589306
2484,4.30343588
2485,4.582806179
2486,3.944127246
2487,3.01610992
2488,1.854019054
2489,0.641550261
2490,0.002577608
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0.516826889
2503,0.489080343
2504,0.934674587
2505,1.431976313
2506,1.830817483
2507,2.045000554
2508,1.40147712
2509,1.858161836
2510,1.656334236
2511,0.897819315
2512,0.858256861
2513,0.630078605
2514,0.000361678
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0.001298239
2526,0.588960757
2527,1.758940485
2528,2.774291386
2529,3.905812363
2530,4.489158406
2531,4.793842855
2532,4.380954951
2533,3.065923369
2534,1.599686893
2535,1.510201885
2536,0.983470168
2537,0.395165792
2538,0.00106906
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0.237591601
2551,0.375693476
2552,0.805948994
2553,1.139208841
2554,1.993769997
2555,2.722482032
2556,3.069712148
2557,3.032008386
2558,2.410504833
2559,2.865743392
2560,1.935319371
2561,0.670914894
2562,0.032230189
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0.022830284
2574,0.699622098
2575,2.049721254
2576,3.357749261
2577,4.315661579
2578,4.930342094
2579,5.163573371
2580,5.080145636
2581,4.68978487
2582,4.081954008
2583,3.185819896
2584,1.977277194
2585,0.693097151
2586,0.037488801
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0.022049089
2598,0.61341038
2599,1.30897958
2600,2.271615506
2601,3.648136238
2602,4.041876608
2603,3.580510415
2604,1.252469737
2605,1.721267714
2606,1.176271537
2607,0.925302517
2608,0.459349128
2609,0.190426527
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0.00660362
2622,0.473396197
2623,1.124014287
2624,1.974622343
2625,3.551766382
2626,4.094930932
2627,4.109672365
2628,3.91372397
2629,4.276780621
2630,3.650475186
2631,2.434198656
2632,1.563610101
2633,0.613440972
2634,0.006882756
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0.007388459
2646,0.23554385
2647,0.681136463
2648,1.014774028
2649,1.100094823
2650,1.554008841
2651,1.781849591
2652,1.907420302
2653,1.584831469
2654,1.317446253
2655,2.365834585
2656,1.633554426
2657,0.630118812
2658,0.024155102
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0.000117456
2670,0.242203184
2671,0.547592759
2672,1.33605176
2673,0.72117656
2674,0.985279933
2675,1.221172256
2676,0.996007098
2677,1.461258954
2678,1.258709922
2679,1.482334474
2680,1.091017234
2681,0.456371363
2682,0.025137938
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0.091689396
2694,0.799059641
2695,2.161289091
2696,3.471785248
2697,4.384877662
2698,4.948064008
2699,5.196120816
2700,4.746346707
2701,3.535509938
2702,3.94316926
2703,2.799698328
2704,1.502096714
2705,0.616417742
2706,0.055234171
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0.127836919
2719,0.458626613
2720,0.809201819
2721,1.550691647
2722,1.630919028
2723,2.051019552
2724,2.445460407
2725,2.143907416
2726,2.021316238
2727,1.267709553
2728,1.015834901
2729,0.450172267
2730,0.022104237
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0.022298424
2742,0.279918063
2743,0.343028994
2744,0.590732937
2745,0.811376646
2746,1.044641372
2747,1.229896408
2748,1.367480843
2749,1.009521378
2750,0.826734522
2751,0.829175545
2752,0.245511176
2753,0.099840427
2754,0.002323003
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0.060466859
2766,0.63514697
2767,0.713848729
2768,0.786430851
2769,1.181672904
2770,1.381942486
2771,1.611189329
2772,2.200748194
2773,1.764072547
2774,1.439322679
2775,1.128017698
2776,1.0504353
2777,0.67309714
2778,0.058291735
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0.080672376
2790,0.775769467
2791,1.003398182
2792,2.070201626
2793,3.507615103
2794,4.310489525
2795,4.337219616
2796,4.121625902
2797,3.678318463
2798,3.280889808
2799,2.358517026
2800,1.60532247
2801,0.674008891
2802,0.06617344
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0.074357361
2814,0.798212303
2815,2.051903174
2816,3.142377169
2817,4.043498502
2818,4.587978792
2819,4.897622468
2820,4.883608727
2821,4.593467506
2822,3.994969726
2823,3.005931697
2824,1.91306369
2825,0.731154281
2826,0.073457476
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0.063704226
2838,0.619548392
2839,1.473741504
2840,1.403737461
2841,3.193503334
2842,3.618649038
2843,4.2148232
2844,4.542275996
2845,3.844435011
2846,3.206672785
2847,1.997028024
2848,1.353865724
2849,0.672719991
2850,0.05245415
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0.089817721
2862,0.816465823
2863,0.697793224
2864,2.171595646
2865,2.613477342
2866,2.240253698
2867,2.55597294
2868,2.608880056
2869,2.384842406
2870,2.778079102
2871,2.137607623
2872,0.855696406
2873,0.646547197
2874,0.083673885
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0.09656158
2886,0.826975452
2887,0.587845806
2888,1.156285181
2889,2.453605786
2890,2.19793147
2891,2.63139883
2892,3.080180311
2893,2.50119553
2894,2.727011452
2895,2.572169679
2896,1.369130851
2897,0.586983592
2898,0.067744099
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0.096416633
2910,0.782784538
2911,1.829221407
2912,2.482675349
2913,2.359010537
2914,2.122439009
2915,3.47526463
2916,5.317461934
2917,4.936857923
2918,3.973723943
2919,2.962559508
2920,1.877386489
2921,0.771010962
2922,0.085135794
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0.106307242
2934,0.906456262
2935,2.283429254
2936,3.195069333
2937,2.540896421
2938,2.17061568
2939,2.195399931
2940,3.558993579
2941,4.811596932
2942,4.152332569
2943,3.394545405
2944,2.152457868
2945,0.826307296
2946,0.094568705
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0.124978807
2958,0.937297061
2959,2.239973175
2960,3.317067547
2961,3.398770401
2962,4.447588275
2963,4.397234194
2964,4.406515712
2965,4.005416713
2966,3.043115121
2967,2.10012821
2968,1.340293947
2969,0.626429103
2970,0.099341542
2971,0
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0.010395299
2982,0.148392567
2983,0.267387517
2984,0.218538836
2985,0.572992598
2986,0.885169743
2987,0.822343249
2988,1.980716945
2989,2.102169457
2990,1.477624305
2991,1.083542483
2992,1.08880058
2993,0.522680563
2994,0.077163887
2995,0
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0.119358052
3006,0.764598462
3007,1.536845979
3008,1.173970552
3009,0.412113545
3010,0.593956881
3011,1.567884983
3012,1.853087148
3013,2.504537752
3014,2.090846541
3015,1.528308861
3016,0.879799191
3017,0.440011049
3018,0.067371935
3019,0
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0.139263861
3030,0.68504496
3031,0.861776117
3032,1.235488471
3033,1.68870754
3034,1.731019092
3035,1.769762254
3036,2.641007883
3037,3.147241857
3038,3.122700807
3039,2.691628244
3040,1.159658086
3041,0.547229426
3042,0.094801115
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0.142750475
3054,0.921386789
3055,2.161464624
3056,3.652416882
3057,3.721398835
3058,3.262212796
3059,3.597321689
3060,3.593569978
3061,2.800442317
3062,2.651617555
3063,2.761343521
3064,1.915724116
3065,0.83747748
3066,0.117431894
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0.143177683
3078,0.998768643
3079,2.359133612
3080,3.57048509
3081,4.474038203
3082,4.957048999
3083,5.329080272
3084,5.270883407
3085,4.90273523
3086,4.246470574
3087,2.587348126
3088,1.354658124
3089,0.787394132
3090,0.123635039
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0.138336568
3102,0.630532624
3103,1.736456563
3104,2.813170124
3105,4.143669822
3106,4.859726046
3107,5.106946671
3108,4.718220621
3109,4.414547362
3110,2.986556985
3111,2.389894532
3112,1.944571817
3113,0.855186499
3114,0.125756546
3115,0
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0.123430029
3126,0.520275644
3127,1.553553515
3128,1.928473021
3129,2.008582211
3130,1.815905503
3131,2.112447329
3132,2.911327683
3133,2.085206985
3134,0.90890807
3135,1.385449467
3136,1.047541398
3137,0.536102587
3138,0.10626092
3139,0
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,0
3149,0.144050369
3150,0.762817941
3151,1.805721477
3152,2.291476744
3153,2.399497919
3154,2.038459425
3155,2.295911262
3156,2.586758134
3157,2.696514534
3158,2.636679377
3159,1.745971753
3160,1.023978212
3161,0.5206628
3162,0.105342363
3163,0
3164,0
3165,0
3166,0
3167,0
3168,0
3169,0
3170,0
3171,0
3172,0
3173,0.018946645
3174,0.14256978
3175,0.395715096
3176,0.819152066
3177,1.324148581
3178,1.507407672
3179,1.306817059
3180,1.364432542
3181,1.243047617
3182,1.005426438
3183,0.878057928
3184,0.505689562
3185,0.816538521
3186,0.1613243
3187,0
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0
3197,0.201380366
3198,0.971676979
3199,1.775297261
3200,2.481041282
3201,2.663891549
3202,4.426041617
3203,5.123871417
3204,4.72967056
3205,4.753491808
3206,2.955747243
3207,2.692996381
3208,1.049995379
3209,0.662786829
3210,0.122515954
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0.144115684
3222,1.027608403
3223,2.264379008
3224,3.398120298
3225,4.479366364
3226,5.065250934
3227,5.33341921
3228,5.292600152
3229,4.921352228
3230,4.107059601
3231,3.159149921
3232,2.159478584
3233,0.873869735
3234,0.11006113
3235,0
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0.147542109
3246,0.998745126
3247,2.287040451
3248,3.392512861
3249,4.226471965
3250,4.785952162
3251,5.033411955
3252,4.996257133
3253,4.633024461
3254,3.882257322
3255,2.638411558
3256,1.827701106
3257,0.855429473
3258,0.135709057
3259,0
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0.156961944
3270,0.968712384
3271,2.164727528
3272,3.235686122
3273,4.03674838
3274,4.549415903
3275,4.788243968
3276,4.743176566
3277,4.441581894
3278,3.900687489
3279,3.062420846
3280,1.912671277
3281,0.828583113
3282,0.140120594
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,0
3293,0.163438903
3294,0.915417812
3295,2.032654477
3296,3.137232593
3297,3.846919748
3298,4.396459243
3299,4.709767898
3300,4.341710812
3301,3.664195936
3302,3.538342216
3303,2.989528265
3304,1.921352342
3305,0.792521954
3306,0.148251458
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0.167178335
3318,0.943750987
3319,2.109235181
3320,3.183673189
3321,4.007407694
3322,4.476776705
3323,4.390433607
3324,4.084380485
3325,3.575336289
3326,3.581419921
3327,2.426352673
3328,1.370905297
3329,0.713236314
3330,0.166662275
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0.159602032
3342,0.187417317
3343,0.754339683
3344,1.029073837
3345,1.685548621
3346,1.325619623
3347,1.319881072
3348,1.426394901
3349,1.031105889
3350,1.08122118
3351,1.213261582
3352,0.769429666
3353,0.542047633
3354,0.179727982
3355,0
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0.19309138
3366,0.982693351
3367,2.131884002
3368,3.031563648
3369,4.026849733
3370,4.041879146
3371,4.289060925
3372,3.695800723
3373,3.606005263
3374,3.158867925
3375,2.096774741
3376,0.88790674
3377,0.565300984
3378,0.1483173
3379,0
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0.035268516
3390,0.186104551
3391,0.597866552
3392,0.569619929
3393,1.006435285
3394,1.137665586
3395,1.335708794
3396,1.615510465
3397,1.4547475
3398,1.370426625
3399,0.920477593
3400,0.52890145
3401,0.32846456
3402,0.072188685
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0.210632422
3414,0.757601627
3415,1.338896511
3416,1.686116218
3417,2.362984507
3418,2.567917289
3419,2.420463186
3420,2.174059176
3421,1.840363301
3422,1.727132677
3423,1.541566825
3424,1.195973299
3425,0.652214473
3426,0.168904322
3427,0
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0.186062833
3438,0.752818251
3439,1.287027584
3440,2.302078224
3441,3.304705354
3442,3.650974336
3443,3.520072568
3444,3.71550977
3445,3.436258945
3446,2.239896729
3447,2.13366855
3448,1.536127315
3449,0.756703723
3450,0.195100842
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0.032100007
3462,0.173181045
3463,0.271203343
3464,1.03414661
3465,1.186307005
3466,1.569623304
3467,1.813188331
3468,1.669106116
3469,1.863069525
3470,1.518528456
3471,0.788014957
3472,0.51720865
3473,0.035678186
3474,0.006555514
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0.216393711
3486,0.912172051
3487,1.745875956
3488,2.833738316
3489,3.142834503
3490,3.469058684
3491,4.332496513
3492,3.833960523
3493,1.73566022
3494,2.046976953
3495,1.376665671
3496,1.069425975
3497,0.676498579
3498,0.116577541
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0.17464038
3510,1.019915703
3511,2.088054886
3512,2.175422301
3513,2.918347648
3514,3.520724487
3515,3.115941981
3516,2.086802802
3517,1.953164882
3518,2.586639951
3519,2.420262761
3520,1.803941945
3521,0.879512137
3522,0.20097288
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0.203151247
3534,0.8777652
3535,2.065557555
3536,3.261200202
3537,3.884802509
3538,3.275531418
3539,3.290188182
3540,2.891152769
3541,3.229824681
3542,1.807622438
3543,1.129338073
3544,0.901617348
3545,0.282411659
3546,0.064436944
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0.124549148
3558,0.437806157
3559,0.550128383
3560,0.9493503
3561,1.005664035
3562,1.434353648
3563,1.648758797
3564,1.936510474
3565,1.64684059
3566,1.259628593
3567,1.473003296
3568,1.27880058
3569,0.725333683
3570,0.203781701
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0.16867055
3582,0.574598502
3583,0.82898644
3584,0.867757249
3585,1.174210018
3586,1.727255877
3587,1.496801982
3588,1.445317299
3589,0.922584653
3590,0.681352195
3591,0.781862919
3592,0.340488761
3593,0.220487144
3594,0.052438683
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0.147716033
3606,0.481599462
3607,1.050170523
3608,2.29465519
3609,2.91734095
3610,3.618386755
3611,3.890694765
3612,4.775679742
3613,4.230279475
3614,3.158824616
3615,3.035754422
3616,1.960002073
3617,0.943764228
3618,0.226349794
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,0
3627,0
3628,0
3629,0.184355885
3630,0.789985915
3631,2.176759026
3632,3.309190624
3633,4.168483629
3634,4.589809303
3635,5.076352362
3636,5.070617287
3637,4.768247935
3638,3.44310444
3639,3.164302317
3640,2.213267684
3641,0.982682
3642,0.154767978
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0.191648944
3654,1.040213823
3655,2.236884127
3656,3.332657384
3657,4.170814729
3658,4.347949871
3659,3.674558582
3660,4.402190873
3661,4.556627093
3662,3.323841264
3663,3.35886322
3664,2.168717701
3665,1.001063356
3666,0.156812115
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0.099427656
3678,0.341043429
3679,0.97473568
3680,2.121578711
3681,2.110411804
3682,3.418736684
3683,5.221974732
3684,5.221643899
3685,4.628232293
3686,4.081383805
3687,3.409162984
3688,2.27453933
3689,1.017013663
3690,0.142850653
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,0
3701,0.181738308
3702,0.8388814
3703,1.412400062
3704,2.543281624
3705,3.74417554
3706,3.265187733
3707,1.893919956
3708,1.830888671
3709,2.620749937
3710,1.652586581
3711,1.582423648
3712,1.170523986
3713,0.655246933
3714,0.203621095
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0.246461972
3726,0.775751343
3727,0.678103838
3728,0.913192165
3729,1.405776022
3730,1.616204861
3731,1.419999906
3732,1.609967239
3733,1.482215087
3734,1.652163358
3735,1.670586544
3736,1.074636056
3737,0.735758068
3738,0.234260804
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0.235380822
3750,0.630871902
3751,0.71378426
3752,0.901995899
3753,1.34215138
3754,1.28547289
3755,1.353460359
3756,1.621420785
3757,1.195411057
3758,2.045322617
3759,1.320482183
3760,0.951098972
3761,0.399949885
3762,0.22980261
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0.270807701
3774,0.542620995
3775,1.230774127
3776,1.583794414
3777,2.028188564
3778,2.371376396
3779,2.560336493
3780,2.121216146
3781,2.126866086
3782,1.612540372
3783,1.260001767
3784,1.015779148
3785,0.569842278
3786,0.21931967
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0.17892895
3798,1.031203384
3799,2.071643459
3800,2.428497474
3801,3.11745136
3802,2.962617082
3803,2.943334455
3804,3.38550447
3805,3.443504733
3806,2.808903704
3807,1.817374689
3808,1.553950397
3809,0.978736593
3810,0.213626973
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0.215650726
3822,1.039586495
3823,2.241730427
3824,3.314819496
3825,4.126841031
3826,4.666160922
3827,4.911777459
3828,4.440418115
3829,4.334949854
3830,3.39490777
3831,3.074517146
3832,2.157802847
3833,1.006097415
3834,0.202023346
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0.126190618
3846,0.516656443
3847,1.419441515
3848,2.865368683
3849,3.691619183
3850,4.491122887
3851,4.758131908
3852,4.757398826
3853,4.225701174
3854,3.916488936
3855,3.013700376
3856,1.80204974
3857,1.001353783
3858,0.224598038
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0.191175364
3870,0.983075615
3871,2.118528559
3872,3.15843035
3873,3.953624847
3874,4.457416454
3875,4.722238368
3876,4.717145771
3877,4.475949671
3878,3.960295158
3879,3.163495446
3880,2.131471904
3881,1.002076283
3882,0.202660669
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0.196773274
3894,0.992952753
3895,2.124648727
3896,3.131593514
3897,3.907585957
3898,4.416635366
3899,4.25669239
3900,4.664467006
3901,4.132750436
3902,3.521778211
3903,3.143828235
3904,2.121529818
3905,1.005824009
3906,0.209140741
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0.226363416
3918,1.000649448
3919,2.095514427
3920,3.07835717
3921,3.849589133
3922,4.109373282
3923,4.250925479
3924,4.248482873
3925,4.336869484
3926,3.798865537
3927,3.031911584
3928,2.051094715
3929,0.99063186
3930,0.233021702
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0.240032916
3942,0.775907228
3943,1.361830849
3944,1.77840378
3945,2.965057327
3946,3.897730376
3947,2.922149253
3948,2.512089057
3949,2.256811634
3950,2.786393665
3951,2.143115343
3952,1.651017823
3953,1.001976629
3954,0.226061062
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0.231184739
3966,0.895175263
3967,1.801520448
3968,2.793609662
3969,3.240973127
3970,4.293920403
3971,4.312382913
3972,4.323850172
3973,4.065121645
3974,3.987024331
3975,3.194471279
3976,2.172651593
3977,1.04524616
3978,0.233990244
3979,0
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3986,0
3987,0
3988,0
3989,0.215836902
3990,0.119186902
3991,0.564067819
3992,1.445472811
3993,1.624072297
3994,2.27589969
3995,2.353257866
3996,1.965326772
3997,2.669829723
3998,2.677897734
3999,1.882255371
4000,1.7868762
4001,0.946844533
4002,0.282944954
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0.111934313
4014,0.373465521
4015,0.857792447
4016,0.775044675
4017,1.225803013
4018,1.784887054
4019,1.556995857
4020,2.448600088
4021,2.768553778
4022,1.693232906
4023,1.655647472
4024,1.608586912
4025,0.847753479
4026,0.243108741
4027,0
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0.231603037
4038,0.640125234
4039,0.890989299
4040,1.794787073
4041,2.873518403
4042,3.365093241
4043,2.690108173
4044,4.044806816
4045,3.886234736
4046,3.016110673
4047,2.744186514
4048,1.959035575
4049,0.955368584
4050,0.304160802
4051,0
4052,0
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,0
4060,0
4061,0.189734341
4062,0.586222241
4063,1.500493069
4064,1.801427897
4065,3.277947571
4066,2.99988112
4067,3.593491585
4068,3.997690073
4069,3.694658243
4070,2.229296764
4071,1.030325195
4072,0.1789413
4073,0.107537033
4074,0.022652773
4075,0
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0.192365945
4086,0.979607582
4087,2.165658223
4088,3.267316539
4089,4.104029194
4090,4.633725003
4091,4.895420964
4092,4.699899794
4093,4.470043088
4094,3.806167349
4095,2.820212231
4096,2.092359906
4097,1.05924954
4098,0.24552792
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0.190196776
4110,0.915220652
4111,1.832319362
4112,2.92664816
4113,3.970137555
4114,3.546274104
4115,3.791056443
4116,4.251451324
4117,4.516846604
4118,2.836020774
4119,0.902660331
4120,1.38566431
4121,0.733788378
4122,0.253284537
4123,0
4124,0
4125,0
4126,0
4127,0
4128,0
4129,0
4130,0
4131,0
4132,0
4133,0.228783372
4134,0.850350841
4135,2.068714053
4136,3.029533755
4137,3.812316797
4138,4.361425722
4139,4.567052822
